07-MAY-20,Mar 2020,$1.48,$1.84,0.36,24.3,CRL
28-MAY-20,Apr 2020,$0.69,$0.70,0.01,1.4,CRM
04-MAY-20,Mar 2020,$0.47,$0.68,0.21,44.6,CRUS
02-JUN-20,Apr 2020, - $0.06,$0.02,0.08,133.3,CRWD
13-MAY-20,Apr 2020,$0.72,$0.79,0.07,9.7,CSCO
28-APR-20,Mar 2020,$2.28,$2.44,0.16,7.0,CSGP
21-APR-20,Mar 2020,$1.01,$1.29,0.28,27.7,CSL
22-APR-20,Mar 2020,$0.92,$1.00,0.08,8.7,CSX
05-MAY-20,Mar 2020,$0.49,$0.50,0.01,2.0,CTLT
07-MAY-20,Mar 2020,$0.92,$0.96,0.04,4.3,CTSH
06-MAY-20,Mar 2020,$0.39,$0.59,0.20,51.2,CTVA
23-APR-20,Mar 2020,$1.17,$1.73,0.56,47.8,CTXS
07-MAY-20,Mar 2020,$0.40,$0.41,0.01,2.5,CUBE
30-APR-20,Mar 2020,$0.70,$1.18,0.48,68.5,CUZ
06-MAY-20,Mar 2020, - $0.63, - $1.19,-0.56,-88.8,CVNA
06-MAY-20,Mar 2020,$1.63,$1.91,0.28,17.1,CVS
01-MAY-20,Mar 2020,$0.64,$1.29,0.65,101.5,CVX
06-MAY-20,Mar 2020,$1.29,$1.34,0.05,3.8,CW
30-APR-20,Mar 2020,$0.72,$0.72,0.00,0.0,CXO
05-MAY-20,Mar 2020,$1.10,$1.09,-0.01,-0.9,D
22-APR-20,Mar 2020, - $0.72, - $0.51,0.21,29.1,DAL
07-MAY-20,Mar 2020,$0.14,$0.17,0.03,21.4,DBX
02-JUN-20,Apr 2020,$0.38,$0.50,0.12,31.5,DCI
05-MAY-20,Mar 2020,$0.83,$0.84,0.01,1.2,DD
11-MAY-20,Mar 2020, - $0.01,$0.06,0.07,700.0,DDOG
22-MAY-20,Apr 2020,$1.77,$2.11,0.34,19.2,DE
07-MAY-20,Mar 2020,$0.55,$0.55,0.00,0.0,DEI
28-MAY-20,Apr 2020,$1.01,$1.34,0.33,32.6,DELL
22-APR-20,Mar 2020,$1.36, - $0.25,-1.61,-118.3,DFS
28-MAY-20,Apr 2020,$1.70,$2.56,0.86,50.5,DG
22-APR-20,Mar 2020,$0.83,$0.94,0.11,13.2,DGX
28-APR-20,Mar 2020,$1.12,$1.30,0.18,16.0,DHI
06-MAY-20,Mar 2020,$1.00,$1.05,0.05,5.0,DHR
05-MAY-20,Mar 2020,$0.83,$0.60,-0.23,-27.7,DIS
06-MAY-20,Mar 2020,$0.88,$0.87,-0.01,-1.1,DISCA
07-MAY-20,Mar 2020,$0.57,$0.13,-0.44,-77.1,DISH
02-JUN-20,Apr 2020, - $0.50, - $1.21,-0.71,-142.0,DKS
04-MAY-20,Mar 2020,$0.92,$0.86,-0.06,-6.5,DLB
07-MAY-20,Mar 2020,$1.54,$1.54,0.00,0.0,DLR
28-MAY-20,Apr 2020,$0.85,$1.04,0.19,22.3,DLTR
30-APR-20,Mar 2020,$0.62,$0.67,0.05,8.0,DNKN
04-JUN-20,Apr 2020,$0.11,$0.12,0.01,9.0,DOCU
21-APR-20,Mar 2020,$1.18,$1.39,0.21,17.8,DOV
30-APR-20,Mar 2020,$0.58,$0.59,0.01,1.7,DOW
07-MAY-20,Mar 2020,$1.06,$1.08,0.02,1.8,DOX
23-APR-20,Mar 2020,$2.29,$3.07,0.78,34.0,DPZ
29-APR-20,Mar 2020,$0.35,$0.33,-0.02,-5.7,DRE
